subjID,correct_pred,human_vs_gpt,prob_subtype,N_gen
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,0,1,4,0
57,0,1,5,0
57,1,1,24,1
57,0,1,13,1
57,1,1,8,1
57,0,1,39,1
57,1,1,16,1
57,0,1,29,1
57,0,1,104,2
57,0,1,65,2
57,1,1,116,2
57,0,1,67,2
57,0,1,127,2
57,0,1,55,2
57,0,1,216,3
57,1,1,227,3
57,0,1,235,3
57,0,1,223,3
57,0,1,233,3
57,0,1,170,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,0,1,4,0
57,1,1,5,0
57,0,1,30,1
57,1,1,19,1
57,0,1,26,1
57,0,1,39,1
57,1,1,10,1
57,1,1,17,1
57,0,1,46,2
57,0,1,68,2
57,1,1,60,2
57,1,1,96,2
57,0,1,50,2
57,0,1,59,2
57,0,1,245,3
57,1,1,196,3
57,1,1,184,3
57,0,1,145,3
57,0,1,241,3
57,0,1,222,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,0,1,3,0
57,0,1,4,0
57,0,1,5,0
57,0,1,30,1
57,0,1,7,1
57,0,1,38,1
57,0,1,27,1
57,1,1,10,1
57,1,1,23,1
57,0,1,106,2
57,0,1,57,2
57,0,1,106,2
57,1,1,60,2
57,0,1,64,2
57,0,1,44,2
57,1,1,248,3
57,0,1,145,3
57,0,1,192,3
57,0,1,238,3
57,0,1,224,3
57,0,1,164,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,0,1,3,0
57,0,1,4,0
57,0,1,5,0
57,0,1,6,1
57,0,1,19,1
57,0,1,32,1
57,0,1,9,1
57,0,1,34,1
57,1,1,23,1
57,0,1,107,2
57,1,1,45,2
57,0,1,70,2
57,1,1,83,2
57,1,1,81,2
57,0,1,127,2
57,0,1,237,3
57,1,1,206,3
57,1,1,154,3
57,0,1,180,3
57,0,1,152,3
57,1,1,183,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,0,1,5,0
57,1,1,6,1
57,1,1,19,1
57,0,1,14,1
57,0,1,15,1
57,1,1,22,1
57,1,1,11,1
57,0,1,64,2
57,0,1,115,2
57,1,1,124,2
57,1,1,75,2
57,0,1,88,2
57,0,1,97,2
57,0,1,160,3
57,0,1,165,3
57,1,1,185,3
57,1,1,181,3
57,0,1,164,3
57,0,1,220,3
57,1,1,0,0
57,0,1,1,0
57,1,1,2,0
57,0,1,3,0
57,1,1,4,0
57,1,1,5,0
57,0,1,12,1
57,0,1,37,1
57,0,1,14,1
57,0,1,15,1
57,1,1,10,1
57,0,1,41,1
57,1,1,126,2
57,1,1,95,2
57,1,1,49,2
57,1,1,78,2
57,1,1,64,2
57,0,1,106,2
57,0,1,228,3
57,0,1,210,3
57,0,1,142,3
57,0,1,147,3
57,0,1,157,3
57,0,1,169,3
57,1,1,0,0
57,0,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,0,1,5,0
57,0,1,24,1
57,0,1,13,1
57,0,1,32,1
57,0,1,21,1
57,1,1,10,1
57,0,1,29,1
57,0,1,123,2
57,1,1,95,2
57,1,1,76,2
57,1,1,74,2
57,0,1,123,2
57,1,1,60,2
57,1,1,207,3
57,0,1,209,3
57,0,1,159,3
57,1,1,199,3
57,0,1,168,3
57,0,1,166,3
57,1,1,0,0
57,0,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,1,1,5,0
57,1,1,18,1
57,0,1,19,1
57,1,1,20,1
57,0,1,39,1
57,1,1,16,1
57,1,1,23,1
57,1,1,95,2
57,0,1,47,2
57,0,1,53,2
57,0,1,102,2
57,0,1,44,2
57,1,1,75,2
57,0,1,201,3
57,0,1,146,3
57,1,1,182,3
57,0,1,172,3
57,1,1,210,3
57,0,1,183,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,0,1,4,0
57,0,1,5,0
57,0,1,30,1
57,0,1,13,1
57,1,1,8,1
57,0,1,27,1
57,0,1,28,1
57,0,1,35,1
57,0,1,129,2
57,1,1,72,2
57,1,1,78,2
57,1,1,102,2
57,1,1,47,2
57,0,1,127,2
57,1,1,225,3
57,1,1,186,3
57,0,1,198,3
57,0,1,251,3
57,0,1,244,3
57,0,1,158,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,1,1,5,0
57,0,1,6,1
57,0,1,7,1
57,0,1,32,1
57,0,1,33,1
57,0,1,40,1
57,0,1,41,1
57,0,1,51,2
57,0,1,102,2
57,1,1,117,2
57,0,1,59,2
57,0,1,113,2
57,1,1,112,2
57,1,1,187,3
57,0,1,242,3
57,0,1,144,3
57,1,1,221,3
57,1,1,227,3
57,0,1,150,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,0,1,4,0
57,0,1,5,0
57,0,1,30,1
57,1,1,25,1
57,0,1,38,1
57,0,1,9,1
57,1,1,16,1
57,0,1,35,1
57,0,1,122,2
57,0,1,123,2
57,1,1,100,2
57,1,1,86,2
57,0,1,51,2
57,0,1,66,2
57,1,1,154,3
57,1,1,191,3
57,0,1,217,3
57,0,1,160,3
57,0,1,216,3
57,0,1,162,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,0,1,4,0
57,0,1,5,0
57,0,1,6,1
57,1,1,13,1
57,1,1,20,1
57,0,1,15,1
57,1,1,22,1
57,1,1,29,1
57,0,1,83,2
57,0,1,59,2
57,0,1,44,2
57,0,1,67,2
57,1,1,45,2
57,0,1,76,2
57,0,1,208,3
57,0,1,140,3
57,1,1,201,3
57,0,1,196,3
57,0,1,249,3
57,0,1,160,3
57,1,1,0,0
57,0,1,1,0
57,0,1,2,0
57,1,1,3,0
57,0,1,4,0
57,1,1,5,0
57,1,1,24,1
57,0,1,31,1
57,1,1,8,1
57,1,1,9,1
57,1,1,22,1
57,0,1,35,1
57,0,1,67,2
57,0,1,101,2
57,0,1,115,2
57,0,1,116,2
57,0,1,89,2
57,0,1,70,2
57,0,1,136,3
57,0,1,183,3
57,0,1,231,3
57,0,1,151,3
57,0,1,197,3
57,1,1,176,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,0,1,4,0
57,0,1,5,0
57,0,1,24,1
57,0,1,37,1
57,1,1,38,1
57,1,1,21,1
57,1,1,22,1
57,1,1,23,1
57,0,1,106,2
57,0,1,124,2
57,0,1,58,2
57,0,1,125,2
57,0,1,110,2
57,0,1,104,2
57,0,1,170,3
57,0,1,224,3
57,0,1,139,3
57,0,1,196,3
57,1,1,216,3
57,0,1,132,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,0,1,3,0
57,1,1,4,0
57,1,1,5,0
57,0,1,6,1
57,0,1,31,1
57,1,1,20,1
57,0,1,15,1
57,1,1,10,1
57,1,1,17,1
57,0,1,57,2
57,1,1,74,2
57,0,1,122,2
57,0,1,46,2
57,0,1,105,2
57,1,1,73,2
57,0,1,219,3
57,0,1,141,3
57,0,1,140,3
57,1,1,191,3
57,0,1,159,3
57,0,1,201,3
57,0,1,0,0
57,0,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,1,1,5,0
57,0,1,30,1
57,1,1,37,1
57,1,1,20,1
57,0,1,15,1
57,1,1,40,1
57,1,1,23,1
57,0,1,98,2
57,1,1,91,2
57,1,1,45,2
57,1,1,76,2
57,0,1,129,2
57,1,1,110,2
57,0,1,212,3
57,1,1,134,3
57,0,1,146,3
57,1,1,245,3
57,1,1,203,3
57,0,1,206,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,0,1,5,0
57,0,1,24,1
57,0,1,19,1
57,1,1,20,1
57,1,1,21,1
57,1,1,16,1
57,0,1,17,1
57,0,1,128,2
57,1,1,124,2
57,1,1,89,2
57,0,1,127,2
57,0,1,108,2
57,1,1,65,2
57,0,1,163,3
57,0,1,230,3
57,0,1,250,3
57,1,1,179,3
57,0,1,251,3
57,1,1,167,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,0,1,4,0
57,0,1,5,0
57,0,1,12,1
57,1,1,31,1
57,1,1,20,1
57,0,1,15,1
57,1,1,28,1
57,1,1,11,1
57,1,1,109,2
57,0,1,118,2
57,1,1,72,2
57,1,1,94,2
57,0,1,112,2
57,0,1,129,2
57,0,1,244,3
57,0,1,162,3
57,0,1,206,3
57,0,1,152,3
57,0,1,165,3
57,0,1,226,3
57,1,1,0,0
57,0,1,1,0
57,1,1,2,0
57,0,1,3,0
57,0,1,4,0
57,0,1,5,0
57,0,1,24,1
57,1,1,7,1
57,1,1,20,1
57,1,1,21,1
57,1,1,22,1
57,1,1,17,1
57,0,1,108,2
57,1,1,85,2
57,0,1,128,2
57,0,1,108,2
57,1,1,45,2
57,0,1,57,2
57,1,1,211,3
57,0,1,151,3
57,0,1,196,3
57,0,1,214,3
57,0,1,153,3
57,0,1,221,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,0,1,4,0
57,0,1,5,0
57,0,1,12,1
57,1,1,7,1
57,1,1,8,1
57,0,1,33,1
57,1,1,22,1
57,0,1,29,1
57,0,1,92,2
57,0,1,123,2
57,0,1,129,2
57,1,1,75,2
57,1,1,78,2
57,0,1,70,2
57,0,1,210,3
57,0,1,138,3
57,0,1,238,3
57,0,1,148,3
57,1,1,245,3
57,0,1,169,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,0,1,4,0
57,0,1,5,0
57,0,1,6,1
57,1,1,19,1
57,1,1,20,1
57,0,1,21,1
57,1,1,16,1
57,0,1,17,1
57,0,1,63,2
57,0,1,108,2
57,0,1,59,2
57,1,1,64,2
57,0,1,106,2
57,1,1,76,2
57,0,1,228,3
57,0,1,155,3
57,0,1,192,3
57,0,1,196,3
57,0,1,171,3
57,0,1,171,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,1,1,5,0
57,1,1,18,1
57,1,1,19,1
57,1,1,20,1
57,0,1,33,1
57,1,1,28,1
57,1,1,23,1
57,0,1,70,2
57,1,1,84,2
57,0,1,105,2
57,1,1,101,2
57,0,1,122,2
57,0,1,109,2
57,0,1,152,3
57,0,1,159,3
57,0,1,243,3
57,1,1,175,3
57,0,1,169,3
57,1,1,230,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,0,1,4,0
57,0,1,5,0
57,0,1,30,1
57,1,1,25,1
57,0,1,14,1
57,1,1,21,1
57,1,1,10,1
57,1,1,29,1
57,0,1,120,2
57,1,1,47,2
57,0,1,102,2
57,1,1,90,2
57,1,1,122,2
57,0,1,119,2
57,1,1,227,3
57,0,1,138,3
57,0,1,150,3
57,1,1,180,3
57,0,1,204,3
57,1,1,179,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,0,1,4,0
57,0,1,5,0
57,0,1,12,1
57,1,1,19,1
57,0,1,14,1
57,1,1,15,1
57,0,1,40,1
57,0,1,17,1
57,0,1,70,2
57,0,1,76,2
57,0,1,46,2
57,0,1,66,2
57,0,1,62,2
57,0,1,60,2
57,1,1,159,3
57,0,1,243,3
57,1,1,209,3
57,0,1,149,3
57,0,1,230,3
57,1,1,159,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,0,1,4,0
57,0,1,5,0
57,1,1,24,1
57,1,1,7,1
57,1,1,8,1
57,1,1,21,1
57,1,1,22,1
57,0,1,41,1
57,1,1,64,2
57,1,1,113,2
57,0,1,127,2
57,0,1,66,2
57,0,1,108,2
57,0,1,105,2
57,0,1,246,3
57,1,1,187,3
57,0,1,153,3
57,1,1,163,3
57,1,1,134,3
57,0,1,143,3
57,0,1,0,0
57,0,1,1,0
57,0,1,2,0
57,1,1,3,0
57,0,1,4,0
57,0,1,5,0
57,0,1,6,1
57,1,1,31,1
57,1,1,26,1
57,0,1,9,1
57,0,1,40,1
57,1,1,29,1
57,0,1,114,2
57,0,1,108,2
57,0,1,115,2
57,1,1,54,2
57,0,1,127,2
57,0,1,124,2
57,0,1,159,3
57,0,1,204,3
57,0,1,212,3
57,0,1,237,3
57,0,1,192,3
57,0,1,140,3
57,1,1,0,0
57,0,1,1,0
57,1,1,2,0
57,0,1,3,0
57,0,1,4,0
57,0,1,5,0
57,1,1,36,1
57,1,1,37,1
57,1,1,8,1
57,1,1,9,1
57,1,1,16,1
57,1,1,11,1
57,0,1,104,2
57,0,1,52,2
57,0,1,57,2
57,0,1,68,2
57,0,1,106,2
57,1,1,94,2
57,1,1,190,3
57,1,1,190,3
57,1,1,172,3
57,1,1,182,3
57,0,1,237,3
57,0,1,228,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,0,1,4,0
57,0,1,5,0
57,0,1,30,1
57,1,1,13,1
57,1,1,20,1
57,0,1,9,1
57,1,1,34,1
57,0,1,41,1
57,0,1,61,2
57,0,1,70,2
57,1,1,105,2
57,0,1,80,2
57,1,1,91,2
57,1,1,117,2
57,0,1,239,3
57,0,1,146,3
57,1,1,207,3
57,1,1,154,3
57,1,1,177,3
57,0,1,250,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,0,1,5,0
57,0,1,36,1
57,0,1,31,1
57,0,1,38,1
57,0,1,33,1
57,1,1,16,1
57,0,1,35,1
57,0,1,128,2
57,1,1,86,2
57,1,1,87,2
57,0,1,82,2
57,1,1,90,2
57,0,1,74,2
57,0,1,145,3
57,0,1,148,3
57,0,1,170,3
57,0,1,214,3
57,0,1,135,3
57,0,1,152,3
57,0,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,0,1,5,0
57,0,1,12,1
57,0,1,37,1
57,1,1,8,1
57,0,1,15,1
57,1,1,10,1
57,1,1,23,1
57,0,1,68,2
57,1,1,50,2
57,1,1,51,2
57,1,1,105,2
57,1,1,72,2
57,1,1,53,2
57,0,1,233,3
57,0,1,217,3
57,0,1,235,3
57,0,1,133,3
57,0,1,164,3
57,0,1,247,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,0,1,5,0
57,0,1,6,1
57,0,1,7,1
57,0,1,26,1
57,0,1,39,1
57,1,1,10,1
57,0,1,29,1
57,0,1,99,2
57,1,1,49,2
57,0,1,122,2
57,0,1,119,2
57,1,1,112,2
57,0,1,104,2
57,1,1,134,3
57,0,1,176,3
57,1,1,194,3
57,1,1,172,3
57,1,1,221,3
57,0,1,135,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,0,1,5,0
57,0,1,12,1
57,0,1,31,1
57,0,1,8,1
57,0,1,33,1
57,1,1,28,1
57,0,1,17,1
57,0,1,115,2
57,0,1,79,2
57,1,1,80,2
57,1,1,56,2
57,0,1,128,2
57,0,1,111,2
57,0,1,168,3
57,0,1,230,3
57,0,1,232,3
57,0,1,159,3
57,0,1,153,3
57,0,1,216,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,0,1,3,0
57,1,1,4,0
57,0,1,5,0
57,0,1,6,1
57,0,1,7,1
57,0,1,26,1
57,1,1,15,1
57,1,1,16,1
57,1,1,17,1
57,0,1,110,2
57,0,1,57,2
57,0,1,128,2
57,0,1,108,2
57,0,1,62,2
57,1,1,120,2
57,0,1,233,3
57,1,1,154,3
57,0,1,222,3
57,0,1,233,3
57,0,1,178,3
57,1,1,154,3
57,1,1,0,0
57,0,1,1,0
57,1,1,2,0
57,1,1,3,0
57,0,1,4,0
57,0,1,5,0
57,0,1,30,1
57,0,1,13,1
57,1,1,8,1
57,1,1,33,1
57,1,1,16,1
57,0,1,41,1
57,0,1,96,2
57,0,1,89,2
57,0,1,103,2
57,0,1,88,2
57,0,1,94,2
57,0,1,131,2
57,1,1,174,3
57,0,1,241,3
57,0,1,202,3
57,0,1,164,3
57,0,1,220,3
57,0,1,201,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,0,1,5,0
57,0,1,6,1
57,1,1,25,1
57,0,1,14,1
57,0,1,15,1
57,1,1,40,1
57,1,1,17,1
57,1,1,75,2
57,0,1,125,2
57,1,1,86,2
57,1,1,107,2
57,1,1,83,2
57,1,1,64,2
57,1,1,221,3
57,0,1,150,3
57,0,1,240,3
57,0,1,228,3
57,1,1,203,3
57,0,1,210,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,0,1,5,0
57,1,1,24,1
57,1,1,37,1
57,1,1,26,1
57,0,1,15,1
57,0,1,34,1
57,0,1,17,1
57,0,1,58,2
57,1,1,50,2
57,0,1,97,2
57,1,1,45,2
57,0,1,125,2
57,1,1,73,2
57,0,1,139,3
57,0,1,211,3
57,0,1,133,3
57,0,1,143,3
57,1,1,207,3
57,1,1,195,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,0,1,5,0
57,1,1,18,1
57,0,1,37,1
57,0,1,32,1
57,1,1,33,1
57,0,1,40,1
57,0,1,41,1
57,0,1,44,2
57,0,1,131,2
57,1,1,84,2
57,0,1,130,2
57,1,1,115,2
57,0,1,108,2
57,0,1,243,3
57,0,1,165,3
57,0,1,170,3
57,0,1,134,3
57,0,1,170,3
57,0,1,166,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,1,1,5,0
57,0,1,12,1
57,1,1,37,1
57,1,1,32,1
57,0,1,15,1
57,1,1,40,1
57,1,1,23,1
57,0,1,42,2
57,0,1,79,2
57,0,1,119,2
57,0,1,116,2
57,1,1,87,2
57,0,1,125,2
57,0,1,228,3
57,0,1,220,3
57,1,1,204,3
57,0,1,237,3
57,0,1,143,3
57,0,1,163,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,0,1,5,0
57,1,1,18,1
57,1,1,31,1
57,0,1,26,1
57,0,1,15,1
57,1,1,28,1
57,0,1,29,1
57,0,1,96,2
57,0,1,119,2
57,1,1,57,2
57,0,1,48,2
57,0,1,79,2
57,0,1,89,2
57,0,1,170,3
57,1,1,207,3
57,0,1,212,3
57,0,1,166,3
57,0,1,162,3
57,0,1,221,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,0,1,5,0
57,0,1,30,1
57,0,1,13,1
57,0,1,26,1
57,0,1,27,1
57,0,1,28,1
57,0,1,35,1
57,0,1,121,2
57,0,1,51,2
57,1,1,88,2
57,0,1,119,2
57,1,1,98,2
57,0,1,48,2
57,0,1,167,3
57,0,1,246,3
57,0,1,249,3
57,0,1,175,3
57,0,1,178,3
57,0,1,209,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,0,1,4,0
57,0,1,5,0
57,0,1,36,1
57,0,1,37,1
57,0,1,38,1
57,0,1,39,1
57,1,1,22,1
57,1,1,23,1
57,0,1,88,2
57,0,1,104,2
57,0,1,122,2
57,0,1,67,2
57,0,1,129,2
57,0,1,119,2
57,0,1,212,3
57,1,1,174,3
57,1,1,195,3
57,0,1,245,3
57,0,1,138,3
57,0,1,155,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,1,1,5,0
57,0,1,30,1
57,1,1,25,1
57,0,1,32,1
57,1,1,9,1
57,1,1,22,1
57,0,1,17,1
57,0,1,116,2
57,0,1,70,2
57,1,1,102,2
57,1,1,64,2
57,1,1,69,2
57,1,1,50,2
57,0,1,146,3
57,0,1,184,3
57,0,1,180,3
57,1,1,154,3
57,0,1,251,3
57,0,1,209,3
57,1,1,0,0
57,0,1,1,0
57,1,1,2,0
57,1,1,3,0
57,0,1,4,0
57,0,1,5,0
57,0,1,30,1
57,1,1,13,1
57,1,1,20,1
57,0,1,39,1
57,1,1,10,1
57,1,1,29,1
57,0,1,107,2
57,1,1,60,2
57,0,1,62,2
57,0,1,43,2
57,0,1,129,2
57,1,1,53,2
57,0,1,136,3
57,0,1,178,3
57,0,1,142,3
57,0,1,167,3
57,0,1,153,3
57,0,1,230,3
57,1,1,0,0
57,0,1,1,0
57,1,1,2,0
57,1,1,3,0
57,0,1,4,0
57,0,1,5,0
57,0,1,6,1
57,1,1,13,1
57,1,1,20,1
57,1,1,9,1
57,1,1,22,1
57,1,1,23,1
57,1,1,78,2
57,0,1,69,2
57,0,1,100,2
57,0,1,77,2
57,1,1,91,2
57,0,1,112,2
57,0,1,152,3
57,0,1,184,3
57,0,1,189,3
57,0,1,215,3
57,0,1,156,3
57,0,1,167,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,0,1,5,0
57,0,1,24,1
57,0,1,19,1
57,1,1,8,1
57,1,1,21,1
57,1,1,22,1
57,1,1,17,1
57,0,1,81,2
57,0,1,125,2
57,0,1,44,2
57,0,1,70,2
57,1,1,51,2
57,1,1,107,2
57,0,1,149,3
57,0,1,247,3
57,0,1,160,3
57,0,1,146,3
57,0,1,155,3
57,0,1,216,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,0,1,5,0
57,0,1,6,1
57,0,1,19,1
57,1,1,26,1
57,0,1,9,1
57,1,1,10,1
57,1,1,11,1
57,1,1,77,2
57,0,1,121,2
57,1,1,80,2
57,1,1,109,2
57,0,1,78,2
57,1,1,101,2
57,1,1,173,3
57,0,1,144,3
57,0,1,195,3
57,0,1,133,3
57,0,1,143,3
57,1,1,193,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,0,1,4,0
57,0,1,5,0
57,0,1,12,1
57,1,1,7,1
57,0,1,38,1
57,0,1,9,1
57,1,1,22,1
57,1,1,11,1
57,0,1,59,2
57,1,1,81,2
57,0,1,100,2
57,0,1,59,2
57,1,1,81,2
57,0,1,90,2
57,0,1,166,3
57,0,1,231,3
57,0,1,180,3
57,1,1,191,3
57,0,1,166,3
57,0,1,232,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,1,1,5,0
57,1,1,24,1
57,1,1,13,1
57,1,1,20,1
57,0,1,39,1
57,1,1,22,1
57,1,1,23,1
57,1,1,56,2
57,0,1,121,2
57,0,1,58,2
57,0,1,108,2
57,0,1,46,2
57,0,1,116,2
57,0,1,236,3
57,0,1,251,3
57,1,1,181,3
57,0,1,231,3
57,0,1,228,3
57,0,1,250,3
57,1,1,0,0
57,1,1,1,0
57,1,1,2,0
57,1,1,3,0
57,1,1,4,0
57,0,1,5,0
57,1,1,12,1
57,1,1,25,1
57,0,1,14,1
57,1,1,15,1
57,0,1,34,1
57,1,1,41,1
57,0,1,57,2
57,1,1,98,2
57,1,1,85,2
57,0,1,131,2
57,0,1,116,2
57,1,1,51,2
57,0,1,222,3
57,0,1,233,3
57,1,1,186,3
57,0,1,200,3
57,0,1,220,3
57,0,1,139,3
