subjID,gen_correct_pred,MC_correct_pred,human_vs_gpt,exp1_vs_exp2,prob_type,onerule_subtype
42,0,0,0,0,2,-1
42,0,0,0,0,2,-1
42,0,0,0,0,2,-1
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,0
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,1
43,1,1,1,0,0,2
43,1,1,1,0,0,2
43,1,1,1,0,0,2
43,1,1,1,0,0,2
43,1,1,1,0,0,2
43,1,1,1,0,0,2
43,1,1,1,0,0,2
43,1,1,1,0,0,2
43,1,1,1,0,0,2
43,1,1,1,0,0,2
43,1,1,1,0,0,2
43,1,1,1,0,0,2
43,1,1,1,0,0,2
43,1,1,1,0,0,2
43,1,1,1,0,0,2
43,1,1,1,0,0,2
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,0,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,0,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,0,0,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,0,1,1,0,1,-1
43,0,0,1,0,1,-1
43,0,0,1,0,1,-1
43,0,0,1,0,1,-1
43,0,0,1,0,1,-1
43,0,0,1,0,1,-1
43,0,1,1,0,1,-1
43,0,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,0,1,1,0,1,-1
43,0,0,1,0,1,-1
43,0,0,1,0,1,-1
43,0,1,1,0,1,-1
43,0,0,1,0,1,-1
43,0,0,1,0,1,-1
43,1,1,1,0,1,-1
43,0,0,1,0,1,-1
43,0,1,1,0,1,-1
43,0,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,0,0,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,0,1,1,0,1,-1
43,1,1,1,0,1,-1
43,0,0,1,0,1,-1
43,0,0,1,0,1,-1
43,0,0,1,0,1,-1
43,0,0,1,0,1,-1
43,0,0,1,0,1,-1
43,0,0,1,0,1,-1
43,0,0,1,0,1,-1
43,0,0,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,0,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,0,1,1,0,1,-1
43,0,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,0,0,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,0,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,1,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,0,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,0,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,0,1,0,2,-1
43,0,0,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,0,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,0,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,0,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,0,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,0,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,0,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,0,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,0,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,0,1,0,2,-1
43,0,0,1,0,2,-1
43,1,1,1,0,2,-1
43,0,0,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,0,1,0,2,-1
43,0,0,1,0,2,-1
43,0,0,1,0,2,-1
43,0,1,1,0,2,-1
43,0,0,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,0,1,0,2,-1
43,0,0,1,0,2,-1
43,0,1,1,0,2,-1
43,0,0,1,0,2,-1
43,0,0,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,0,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,0,1,0,2,-1
43,1,1,1,0,2,-1
43,0,0,1,0,2,-1
43,0,0,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,1,1,1,0,2,-1
43,0,1,1,0,2,-1
43,0,1,1,0,2,-1
43,1,1,1,0,2,-1
44,1,1,0,1,0,0
44,1,1,0,1,0,0
44,1,1,0,1,0,1
44,1,1,0,1,0,1
44,1,1,0,1,0,2
44,0,0,0,1,0,2
44,1,1,0,1,1,-1
44,1,1,0,1,1,-1
44,1,1,0,1,1,-1
44,1,1,0,1,1,-1
44,0,0,0,1,1,-1
44,1,1,0,1,1,-1
44,1,1,0,1,2,-1
44,1,1,0,1,2,-1
44,1,1,0,1,2,-1
44,1,1,0,1,2,-1
44,1,1,0,1,2,-1
44,1,1,0,1,2,-1
44,1,1,0,1,2,-1
44,1,1,0,1,2,-1
44,1,1,0,1,2,-1
44,1,1,0,1,2,-1
45,1,1,0,1,0,0
45,1,1,0,1,0,0
45,1,1,0,1,0,1
45,1,1,0,1,0,1
45,1,1,0,1,0,2
45,1,1,0,1,0,2
45,1,1,0,1,1,-1
45,1,1,0,1,1,-1
45,1,1,0,1,1,-1
45,1,1,0,1,1,-1
45,1,1,0,1,1,-1
45,1,1,0,1,1,-1
45,1,1,0,1,2,-1
45,1,1,0,1,2,-1
45,1,1,0,1,2,-1
45,1,1,0,1,2,-1
45,1,1,0,1,2,-1
45,1,1,0,1,2,-1
45,1,1,0,1,2,-1
45,0,1,0,1,2,-1
45,1,1,0,1,2,-1
45,0,0,0,1,2,-1
46,1,1,0,1,0,0
46,1,1,0,1,0,0
46,1,1,0,1,0,1
46,1,1,0,1,0,1
46,1,1,0,1,0,2
46,0,0,0,1,0,2
46,1,1,0,1,1,-1
46,1,1,0,1,1,-1
46,0,1,0,1,1,-1
46,1,1,0,1,1,-1
46,0,0,0,1,1,-1
46,0,0,0,1,1,-1
46,1,1,0,1,2,-1
46,0,1,0,1,2,-1
46,1,1,0,1,2,-1
46,1,1,0,1,2,-1
46,1,1,0,1,2,-1
46,1,1,0,1,2,-1
46,1,1,0,1,2,-1
46,1,1,0,1,2,-1
46,1,1,0,1,2,-1
46,1,1,0,1,2,-1
47,1,1,0,1,0,0
47,1,1,0,1,0,0
47,1,1,0,1,0,1
47,1,1,0,1,0,1
47,0,0,0,1,0,2
47,0,0,0,1,0,2
47,1,1,0,1,1,-1
47,1,1,0,1,1,-1
47,1,1,0,1,1,-1
47,1,1,0,1,1,-1
47,0,1,0,1,1,-1
47,1,1,0,1,1,-1
47,1,1,0,1,2,-1
47,1,1,0,1,2,-1
47,1,1,0,1,2,-1
47,1,1,0,1,2,-1
47,1,1,0,1,2,-1
47,0,1,0,1,2,-1
47,1,1,0,1,2,-1
47,0,1,0,1,2,-1
47,1,1,0,1,2,-1
47,1,1,0,1,2,-1
48,1,1,0,1,0,0
48,1,1,0,1,0,0
48,1,1,0,1,0,1
48,1,1,0,1,0,1
48,1,1,0,1,0,2
48,1,1,0,1,0,2
48,1,1,0,1,1,-1
48,1,1,0,1,1,-1
48,1,1,0,1,1,-1
48,1,1,0,1,1,-1
48,1,1,0,1,1,-1
48,1,1,0,1,1,-1
48,1,1,0,1,2,-1
48,1,1,0,1,2,-1
48,1,1,0,1,2,-1
48,1,1,0,1,2,-1
48,1,1,0,1,2,-1
48,1,1,0,1,2,-1
48,1,1,0,1,2,-1
48,1,1,0,1,2,-1
48,1,1,0,1,2,-1
48,1,1,0,1,2,-1
49,1,1,0,1,0,0
49,1,1,0,1,0,0
49,1,1,0,1,0,1
49,1,1,0,1,0,1
49,1,1,0,1,0,2
49,1,1,0,1,0,2
49,1,1,0,1,1,-1
49,0,0,0,1,1,-1
49,1,1,0,1,1,-1
49,1,1,0,1,1,-1
49,1,1,0,1,1,-1
49,1,1,0,1,1,-1
49,1,1,0,1,2,-1
49,0,0,0,1,2,-1
